     3101.67163       0.0000000      -1.0000000
     3101.69853       0.0000000      -1.0000000
     3101.72543       0.0000000      -1.0000000
     3101.75233       0.0000000      -1.0000000
     3101.77923       0.0000000      -1.0000000
     3101.80613       0.0000000      -1.0000000
     3101.83303       0.0000000      -1.0000000
     3101.85993       0.0000000      -1.0000000
     3101.88683       0.0000000      -1.0000000
     3101.91374       0.0000000      -1.0000000
     3101.94064       0.0000000      -1.0000000
     3101.96754       0.0000000      -1.0000000
     3101.99444       0.0000000      -1.0000000
     3102.02134       0.0000000      -1.0000000
     3102.04825       0.0000000      -1.0000000
     3102.07515       0.0000000      -1.0000000
     3102.10205       0.0000000      -1.0000000
     3102.12896       0.0000000      -1.0000000
     3102.15586       0.0000000      -1.0000000
     3102.18276       0.0000000      -1.0000000
     3102.20967       0.0000000      -1.0000000
     3102.23657       0.0000000      -1.0000000
     3102.26348       0.0000000      -1.0000000
     3102.29038       0.0000000      -1.0000000
     3102.31729       0.0000000      -1.0000000
     3102.34419       0.0000000      -1.0000000
     3102.37110       0.0000000      -1.0000000
     3102.39800       0.0000000      -1.0000000
     3102.42491       0.0000000      -1.0000000
     3102.45182       0.0000000      -1.0000000
     3102.47872       0.0000000      -1.0000000
     3102.50563       0.0000000      -1.0000000
     3102.53254       0.0000000      -1.0000000
     3102.55944       0.0000000      -1.0000000
     3102.58635       0.0000000      -1.0000000
     3102.61326       0.0000000      -1.0000000
     3102.64017       0.0000000      -1.0000000
     3102.66708       0.0000000      -1.0000000
     3102.69398       0.0000000      -1.0000000
     3102.72089       0.0000000      -1.0000000
     3102.74780       0.0000000      -1.0000000
     3102.77471       0.0000000      -1.0000000
     3102.80162       0.0000000      -1.0000000
     3102.82853       0.0000000      -1.0000000
     3102.85544       0.0000000      -1.0000000
     3102.88235       0.0000000      -1.0000000
     3102.90926       0.0000000      -1.0000000
     3102.93617       0.0000000      -1.0000000
     3102.96308       0.0000000      -1.0000000
     3102.98999       0.0000000      -1.0000000
     3103.01690       0.0000000      -1.0000000
     3103.04381       0.0000000      -1.0000000
     3103.07073       0.0000000      -1.0000000
     3103.09764       0.0000000      -1.0000000
     3103.12455       0.0000000      -1.0000000
     3103.15146       0.0000000      -1.0000000
     3103.17838       0.0000000      -1.0000000
     3103.20529       0.0000000      -1.0000000
     3103.23220       0.0000000      -1.0000000
     3103.25911       0.0000000      -1.0000000
     3103.28603       0.0000000      -1.0000000
     3103.31294       0.0000000      -1.0000000
     3103.33986       0.0000000      -1.0000000
     3103.36677       0.0000000      -1.0000000
     3103.39368       0.0000000      -1.0000000
     3103.42060       0.0000000      -1.0000000
     3103.44751       0.0000000      -1.0000000
     3103.47443       0.0000000      -1.0000000
     3103.50134       0.0000000      -1.0000000
     3103.52826       0.0000000      -1.0000000
     3103.55518       0.0000000      -1.0000000
     3103.58209       0.0000000      -1.0000000
     3103.60901       0.0000000      -1.0000000
     3103.63593       0.0000000      -1.0000000
     3103.66284       0.0000000      -1.0000000
     3103.68976       0.0000000      -1.0000000
     3103.71668       0.0000000      -1.0000000
     3103.74359       0.0000000      -1.0000000
     3103.77051       0.0000000      -1.0000000
     3103.79743       0.0000000      -1.0000000
     3103.82435       0.0000000      -1.0000000
     3103.85127       0.0000000      -1.0000000
     3103.87818       0.0000000      -1.0000000
     3103.90510       0.0000000      -1.0000000
     3103.93202       0.0000000      -1.0000000
     3103.95894       0.0000000      -1.0000000
     3103.98586       0.0000000      -1.0000000
     3104.01278       0.0000000      -1.0000000
     3104.03970       0.0000000      -1.0000000
     3104.06662       0.0000000      -1.0000000
     3104.09354       0.0000000      -1.0000000
     3104.12046       0.0000000      -1.0000000
     3104.14738       0.0000000      -1.0000000
     3104.17431       0.0000000      -1.0000000
     3104.20123       0.0000000      -1.0000000
     3104.22815       0.0000000      -1.0000000
     3104.25507       0.0000000      -1.0000000
     3104.28199       0.0000000      -1.0000000
     3104.30892       0.0000000      -1.0000000
     3104.33584       0.0000000      -1.0000000
     3104.36276       0.0000000      -1.0000000
     3104.38968       0.0000000      -1.0000000
     3104.41661       0.0000000      -1.0000000
     3104.44353       0.0000000      -1.0000000
     3104.47045       0.0000000      -1.0000000
     3104.49738       0.0000000      -1.0000000
     3104.52430       0.0000000      -1.0000000
     3104.55123       0.0000000      -1.0000000
